Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer
Grandia II;PS2;2002;Role-Playing;Ubisoft;140000;110000;0;40000;290000;7.1;19;8.6;31;Game Arts
Shaun White Snowboarding: World Stage;Wii;2009;Sports;Ubisoft;240000;30000;0;20000;290000;7.2;33;8.7;30;Ubisoft
Spider-Man: Friend or Foe;X360;2007;Action;Activision;260000;10000;0;20000;290000;6.0;51;6.3;26;Next Level Games
Guitar Hero: Van Halen;X360;2009;Misc;Activision;160000;100000;0;30000;290000;5.7;34;5.8;17;Neversoft Entertainment, Underground Development
Batman: The Brave and the Bold the Videogame;DS;2010;Action;Warner Bros. Interactive Entertainment;230000;40000;0;20000;290000;7.4;14;8.0;8;WayForward
The Sims 2;PC;2004;Simulation;Electronic Arts;20000;240000;0;40000;290000;9.0;61;8.8;676;Maxis
Need for Speed Underground;GBA;2003;Racing;Electronic Arts;210000;80000;0;10000;290000;7.7;9;8.2;25;Pocketeers
Def Jam Rapstar;X360;2010;Misc;Konami Digital Entertainment;250000;20000;0;20000;290000;7.4;36;5.4;9;Terminal Reality, 4mm Games
Outlaw Golf;XB;2002;Sports;TDK Mediactive;220000;60000;0;10000;290000;7.2;23;6.9;9;Simon & Schuster
MySims SkyHeroes;Wii;2010;Action;Electronic Arts;160000;100000;0;30000;290000;6.7;9;5.2;5;Electronic Arts
Mini Ninjas;X360;2009;Action;Eidos Interactive;120000;140000;0;30000;290000;7.3;44;8.4;38;Io Interactive
NBA Street V3;GC;2005;Sports;Electronic Arts;230000;60000;0;10000;290000;8.8;36;8.4;16;EA Canada
WinBack: Covert Operations;PS2;2000;Shooter;Midas Interactive Entertainment;140000;110000;0;40000;290000;6.6;11;7.7;20;Omega Force
Syphon Filter: Dark Mirror;PSP;2006;Shooter;Sony Computer Entertainment;260000;10000;0;30000;290000;8.7;58;9.0;118;Sony Bend
Glory of Heracles;DS;2008;Role-Playing;Nintendo;190000;0;80000;10000;290000;6.9;23;7.3;18;Paon Corporation
Up;X360;2009;Action;THQ;200000;70000;0;30000;290000;6.1;18;6.8;6;Heavy Iron Studios
Modnation Racers: Road Trip;PSV;2012;Racing;Sony Computer Entertainment;150000;90000;0;40000;290000;6.2;51;6.4;69;SCEA
NBA Live 06;X360;2005;Sports;Electronic Arts;270000;0;0;20000;290000;6.4;35;5.6;16;EA Canada
ExerBeat;Wii;2010;Sports;Namco Bandai Games;100000;160000;0;30000;290000;6.0;9;7.6;5;Namco Bandai Games
Need for Speed: Most Wanted;PC;2005;Racing;Electronic Arts;20000;230000;0;40000;290000;8.2;19;8.5;525;Black Box
Front Mission Evolved;PS3;2010;Shooter;Square Enix;90000;60000;110000;30000;290000;5.8;42;6.0;30;Double Helix Games
Ultimate Marvel vs. Capcom 3;PSV;2011;Fighting;Capcom;170000;80000;0;40000;290000;8.0;48;7.7;93;Capcom
Little King's Story;Wii;2009;Strategy;Rising Star Games;140000;100000;20000;20000;290000;8.7;50;8.8;86;Cing
Dynasty Warriors: Strikeforce;PS3;2009;Action;Tecmo Koei;110000;70000;70000;30000;290000;6.4;27;7.3;15;Omega Force
NieR;X360;2010;Role-Playing;Square Enix;130000;100000;40000;20000;290000;6.7;60;8.3;126;Cavia Inc.
Zoo Tycoon 2 DS;DS;2008;Strategy;THQ;240000;30000;0;20000;290000;6.0;17;5.4;7;Altron
Area 51;XB;2005;Shooter;Midway Games;220000;60000;0;10000;290000;7.2;43;8.1;16;Midway Studios - Austin
Deadpool;PS4;2015;Action;Activision;140000;110000;0;50000;290000;6.0;11;5.7;68;High Moon Studios
UEFA Euro 2016;PS4;2016;Sports;Konami Digital Entertainment;0;220000;40000;40000;290000;7.2;7;6.6;8;Konami
Wanted: Weapons of Fate;PS3;2009;Shooter;Warner Bros. Interactive Entertainment;140000;100000;10000;40000;290000;6.1;56;7.1;25;GRIN
Mega Man X8;PS2;2004;Platform;Capcom;140000;110000;0;40000;290000;6.8;23;8.5;63;Valuewave Co.,Ltd.
The Chronicles of Riddick: Assault on Dark Athena;X360;2009;Shooter;Atari;160000;100000;0;30000;290000;8.2;67;8.2;73;Starbreeze
Ford Mustang: The Legend Lives;PS2;2005;Racing;Take-Two Interactive;140000;110000;0;40000;290000;5.8;5;7.3;8;Eutechnyx
FlatOut: Head On;PSP;2008;Racing;Empire Interactive;130000;100000;0;60000;290000;7.4;28;8.2;21;Bugbear
Duel Masters: Sempai Legends;GBA;2003;Misc;Atari;210000;80000;0;10000;290000;6.9;19;8.0;5;Mistic Software
Harvest Moon: Magical Melody;Wii;2008;Simulation;Rising Star Games;230000;30000;0;20000;290000;6.9;14;8.8;17;Marvelous Entertainment
Heroes of the Pacific;PS2;2005;Simulation;Codemasters;140000;110000;0;40000;290000;7.6;31;8.4;15;IR Gurus
Prince of Persia: Rival Swords;Wii;2007;Action;Ubisoft;240000;20000;0;20000;290000;7.0;30;7.7;21;Ubisoft Montreal
The Lord of the Rings: The Third Age;GC;2004;Role-Playing;Electronic Arts;220000;60000;0;10000;290000;7.4;25;7.8;19;EA Games
Trace Memory;DS;2005;Adventure;Nintendo;150000;10000;120000;10000;290000;7.0;51;8.1;42;Cing
X-Men Legends II: Rise of Apocalypse;PSP;2005;Role-Playing;Activision;250000;10000;0;20000;290000;8.4;30;8.2;43;Vicarious Visions
Borderlands: The Pre-Sequel;PC;2014;Shooter;Take-Two Interactive;110000;150000;0;20000;290000;7.5;55;6.2;703;2K Australia
Madden NFL 08;XB;2007;Sports;Electronic Arts;220000;60000;0;10000;290000;7.6;6;6.0;4;EA Tiburon
Trauma Center: New Blood;Wii;2007;Simulation;Nintendo;220000;40000;10000;20000;290000;7.7;43;8.0;20;Atlus
Starhawk;PS3;2012;Action;Sony Computer Entertainment;180000;50000;30000;30000;290000;7.7;71;7.8;188;LightBox Interactive
Pirates of the Caribbean;XB;2003;Role-Playing;Ubisoft;220000;60000;0;10000;290000;6.5;30;7.4;27;Akella
FIFA Soccer 13;3DS;2012;Action;Electronic Arts;60000;200000;0;30000;290000;6.8;4;3.7;16;Electronic Arts
Ace Combat: Joint Assault;PSP;2010;Simulation;Namco Bandai Games;60000;50000;150000;30000;290000;7.1;30;7.2;12;Project Aces
The BIGS 2;Wii;2009;Sports;Take-Two Interactive;260000;10000;0;20000;290000;6.8;5;8.5;6;Blue Castle Games
Turning Point: Fall of Liberty;X360;2008;Shooter;Codemasters;230000;40000;0;20000;290000;4.3;44;6.8;87;Spark Unlimited
Sonic Boom: Shattered Crystal;3DS;2014;Action;Sega;170000;90000;0;30000;290000;4.7;21;6.3;160;Sanzaru Games
Shrek Super Party;PS2;2002;Misc;TDK Mediactive;140000;110000;0;40000;290000;3.0;4;5.1;17;Mass Media
MLB Power Pros;Wii;2007;Sports;Konami Digital Entertainment;230000;0;40000;20000;290000;8.3;12;8.4;45;Konami
Sakura Wars: So Long, My Love;PS2;2005;Role-Playing;Sega;70000;50000;150000;20000;290000;8.1;15;7.3;26;RED Entertainment
Dynasty Tactics;PS2;2002;Strategy;Tecmo Koei;60000;50000;160000;20000;290000;7.9;14;8.1;31;Koei
Call of Juarez: The Cartel;PS3;2011;Shooter;Ubisoft;120000;120000;0;50000;290000;4.5;42;5.5;74;Techland
Angry Birds Star Wars;PS3;2013;Strategy;Activision;100000;140000;0;50000;290000;4.9;6;3.6;23;Exient Entertainment
Metal Gear Solid V: Ground Zeroes;XOne;2014;Action;Konami Digital Entertainment;150000;110000;0;20000;290000;7.6;13;5.4;348;Kojima Productions
SimCity 4;PC;2003;Simulation;Electronic Arts;10000;240000;0;30000;290000;8.4;36;8.7;268;Maxis
Puzzle Quest: Challenge of the Warlords;Wii;2007;Puzzle;D3Publisher;260000;0;0;20000;290000;7.1;17;6.2;5;Vicious Cycle
Disgaea 5: Alliance of Vengeance;PS4;2015;Role-Playing;Nippon Ichi Software;110000;80000;60000;40000;290000;8.0;43;8.1;173;Nippon Ichi Software
Sengoku Basara: Samurai Heroes;Wii;2010;Action;Capcom;60000;10000;200000;10000;290000;6.5;18;8.8;13;Capcom
Rayman 3: Hoodlum Havoc;PS2;2003;Platform;Ubisoft;140000;110000;0;40000;290000;7.6;21;8.6;38;Ubisoft
Warriors Orochi 2;PSP;2008;Action;Tecmo Koei;60000;0;220000;10000;290000;5.6;14;7.5;4;Omega Force
Feel the Magic XY/XX;DS;2004;Puzzle;Sega;170000;0;100000;20000;290000;7.5;55;8.1;18;Sonic Team
Psi-Ops: The Mindgate Conspiracy;PS2;2004;Shooter;Midway Games;140000;110000;0;40000;290000;8.4;46;8.9;27;Midway
Dead Rising: Chop Till You Drop;Wii;2009;Action;Capcom;150000;70000;50000;20000;290000;6.1;30;6.5;35;TOSE
Spyro: A Hero's Tail;GC;2004;Platform;Vivendi Games;220000;60000;0;10000;290000;6.2;13;8.3;10;Eurocom Entertainment Software
NASCAR 08;X360;2007;Racing;Electronic Arts;260000;0;0;20000;290000;5.9;29;5.2;30;EA Tiburon
World of Tanks;PC;2011;Shooter;Wargaming.net;0;230000;0;50000;290000;8.0;38;3.7;1466;Wargaming.net
Links 2004;XB;2003;Sports;Microsoft Game Studios;210000;60000;0;10000;290000;8.0;41;9.0;9;Indie Built
Majin and the Forsaken Kingdom;PS3;2010;Adventure;Namco Bandai Games;90000;130000;10000;50000;290000;7.2;49;7.9;35;Game Republic
Assassin's Creed IV: Black Flag;WiiU;2013;Action;Ubisoft;170000;90000;0;30000;290000;8.6;5;7.7;207;Ubisoft
Earthworm Jim;GBA;2001;Platform;Interplay;200000;80000;0;10000;290000;7.2;10;5.7;6;Game Titan
Tales of Phantasia;GBA;2003;Role-Playing;Nintendo;80000;30000;170000;10000;290000;7.6;29;8.1;24;Namco
Monster 4x4: Masters of Metal;PS2;2003;Racing;Ubisoft;140000;110000;0;40000;280000;4.8;9;8.3;13;Ubisoft
Dragon Ball GT: Transformation;GBA;2005;Action;Atari;200000;80000;0;10000;280000;6.9;12;8.2;26;Webfoot Technologies
FIFA 15;PC;2014;Sports;Electronic Arts;0;270000;0;20000;280000;8.2;9;4.2;383;EA Sports
The Warriors;XB;2005;Action;Take-Two Interactive;210000;60000;0;10000;280000;8.5;55;8.2;21;Rockstar Toronto
Shadow Hearts;PS2;2001;Role-Playing;Midway Games;90000;70000;100000;20000;280000;7.3;24;8.8;55;Sacnoth
Dragon Ball Z: Budokai Tenkaichi 2;Wii;2006;Fighting;Atari;240000;30000;0;20000;280000;7.2;37;8.5;40;Spike
Street Hoops;XB;2002;Sports;Activision;210000;60000;0;10000;280000;5.8;22;8.0;4;Black Ops Entertainment
R: Racing Evolution;PS2;2003;Racing;Namco Bandai Games;140000;110000;0;40000;280000;6.6;35;6.2;5;Namco
The Golden Compass;PS3;2007;Action;Sega;140000;100000;0;50000;280000;4.0;17;4.8;16;Shiny Entertainment
ATV Quad Power Racing 2;GC;2003;Racing;Acclaim Entertainment;220000;60000;0;10000;280000;7.0;18;9.0;4;Climax Group
Hatsune Miku: Project Diva f;PS3;2013;Misc;Sega;80000;0;190000;20000;280000;7.3;10;8.4;108;Sega
Marvel Nemesis: Rise of the Imperfects;XB;2005;Fighting;Electronic Arts;210000;60000;0;10000;280000;5.8;34;7.5;20;EA Canada, Nihilistic
Final Fantasy VI Advance;GBA;2006;Role-Playing;Nintendo;0;0;280000;10000;280000;9.2;25;8.4;190;TOSE
LEGO The Lord of the Rings;PSV;2012;Action;Warner Bros. Interactive Entertainment;90000;130000;0;60000;280000;5.4;8;5.6;35;TT Games
Viewtiful Joe;PS2;2004;Action;Capcom;140000;110000;0;40000;280000;9.0;34;8.5;35;Clover Studio
DeathSmiles;X360;2009;Shooter;Rising Star Games;150000;60000;50000;20000;280000;7.6;29;8.4;47;Cave
Fable: The Journey;X360;2012;Role-Playing;Microsoft Game Studios;180000;80000;0;20000;280000;6.1;70;4.8;80;Lionhead Studios
Bladestorm: The Hundred Years' War;PS3;2007;Action;Tecmo Koei;100000;30000;140000;20000;280000;5.8;23;7.9;28;Omega Force
SAW;X360;2009;Action;Konami Digital Entertainment;130000;120000;0;30000;280000;5.9;39;7.4;50;Zombie Studios
Chromehounds;X360;2006;Simulation;Sega;240000;0;10000;20000;280000;7.1;60;7.0;72;From Software
Harry Potter and the Sorcerer's Stone;PS2;2003;Action;Electronic Arts;140000;110000;0;40000;280000;5.6;14;7.6;21;Warthog
Kung Fu Chaos;XB;2003;Fighting;Microsoft Game Studios;210000;60000;0;10000;280000;6.8;41;8.5;27;Just Add Monsters
Shrek the Third;Wii;2007;Action;Activision;250000;10000;0;20000;280000;5.7;28;6.7;7;Amaze Entertainment
Jackass the Game;PS2;2007;Action;Empire Interactive;140000;110000;0;40000;280000;5.8;24;6.6;14;Sidhe Interactive
Pirates of the Caribbean: Dead Man's Chest;PSP;2006;Adventure;Disney Interactive Studios;250000;0;0;20000;280000;5.2;34;8.0;17;Griptonite Games
Operation Flashpoint: Red River;X360;2011;Shooter;Codemasters;100000;140000;10000;30000;280000;6.9;64;6.1;29;Codemasters
Transformers: Dark of the Moon;X360;2011;Action;Activision;130000;120000;0;30000;280000;5.9;53;6.7;30;High Moon Studios
Surf's Up;DS;2007;Sports;Ubisoft;260000;0;0;20000;280000;5.6;5;7.0;4;Ubisoft Quebec
Assassin's Creed II: Discovery;DS;2009;Action;Ubisoft;150000;110000;0;30000;280000;6.9;20;7.3;22;Griptonite Games
Syphon Filter: Dark Mirror;PS2;2007;Shooter;Sony Computer Entertainment;140000;110000;0;40000;280000;7.0;24;7.8;12;Sony Bend
Mission: Impossible - Operation Surma;PS2;2003;Platform;Atari;140000;110000;0;40000;280000;6.4;30;7.8;10;Paradigm Entertainment
MLB 07: The Show;PSP;2007;Sports;Sony Computer Entertainment;260000;0;0;20000;280000;8.2;12;7.2;10;SCEA San Diego Studios
Driver: Parallel Lines;PS2;2006;Racing;Atari;120000;100000;30000;30000;280000;6.9;41;6.9;74;Reflections Interactive
Mega Man ZX;DS;2006;Platform;Capcom;160000;0;100000;20000;280000;7.6;37;8.3;32;Inti Creates
Backyard Wrestling 2: There Goes the Neighborhood;PS2;2004;Fighting;Eidos Interactive;140000;110000;0;40000;280000;4.6;23;4.7;10;Paradox Development
Guitar Hero: Van Halen;Wii;2009;Misc;Activision;130000;120000;0;30000;280000;5.0;12;5.2;6;Neversoft Entertainment
Dead or Alive;PS;1998;Fighting;Sony Computer Entertainment;90000;60000;100000;20000;280000;8.4;10;8.6;18;Team Ninja
Dead to Rights: Retribution;PS3;2010;Shooter;Namco Bandai Games;100000;120000;20000;50000;280000;6.0;44;5.9;27;Volatile Games
Wild ARMs 5;PS2;2006;Role-Playing;505 Games;140000;110000;0;40000;280000;7.1;26;7.5;22;Media Vision
NFL Blitz 20-02;PS2;2002;Sports;Midway Games;140000;110000;0;40000;280000;7.6;22;8.9;15;Midway
El Shaddai: Ascension of the Metatron;PS3;2011;Action;Ignition Entertainment;110000;60000;80000;30000;280000;7.8;46;7.5;40;Ignition Entertainment
Tony Hawk: Shred;PS3;2010;Sports;Activision;180000;60000;0;40000;280000;5.6;5;6.7;6;Robomodo
NCAA March Madness 2005;XB;2004;Sports;Electronic Arts;210000;60000;0;10000;280000;8.0;18;7.8;4;EA Canada
Kenka Bancho: Badass Rumble;PSP;2008;Action;Spike;60000;0;200000;10000;280000;7.0;21;7.5;6;Bullets
Silent Hill 2: Restless Dreams;XB;2001;Action;Konami Digital Entertainment;210000;60000;0;10000;280000;8.4;23;8.3;39;KCET
NES Remix;WiiU;2014;Action;Nintendo;170000;0;80000;20000;280000;7.1;34;7.1;133;Indies Zero
Bass Strike;PS2;2001;Sports;THQ;140000;110000;0;40000;280000;5.7;11;5.8;4;THQ
NHL Hitz 20-03;PS2;2002;Sports;Midway Games;140000;110000;0;40000;280000;8.2;19;8.4;11;Midway
Bionic Commando;X360;2009;Platform;Capcom;120000;120000;10000;30000;280000;7.0;65;7.3;87;GRIN
Monopoly Streets;X360;2010;Misc;Electronic Arts;160000;90000;0;20000;280000;6.6;18;6.6;16;Electronic Arts
Trivial Pursuit;PS3;2009;Misc;Electronic Arts;120000;110000;0;50000;280000;6.6;13;7.1;7;EA Bright Light
Medieval Moves: Deadmund's Quest;PS3;2011;Action;Sony Computer Entertainment;130000;110000;0;40000;280000;6.1;41;6.5;17;Zindagi Games
Mister Mosquito;PS2;2001;Shooter;Eidos Interactive;50000;40000;170000;10000;280000;6.5;23;4.9;11;Zoom
Rugby World Cup 2011;X360;2011;Sports;505 Games;30000;210000;0;40000;280000;5.5;14;3.9;13;HB Studios Multimedia
Virtua Fighter 5 Online;X360;2007;Fighting;Sega;200000;20000;30000;20000;280000;8.9;36;7.6;62;Sega AM2
Indiana Jones and the Staff of Kings;PS2;2009;Action;Activision;110000;10000;0;160000;280000;5.5;4;7.5;13;LucasArts
Angry Birds Star Wars;X360;2013;Strategy;Activision;160000;100000;0;20000;280000;5.9;3;5.6;25;Exient Entertainment
Dave Mirra Freestyle BMX 2;GC;2001;Sports;Acclaim Entertainment;210000;60000;0;10000;280000;7.8;15;7.7;10;Z-Axis, Ltd.
One Piece: Unlimited World Red;PS3;2014;Action;Namco Bandai Games;90000;100000;60000;40000;280000;7.1;28;7.3;46;Ganbarion
True Crime: New York City;XB;2005;Action;Activision;210000;60000;0;10000;280000;6.0;43;7.8;17;Exakt
Summer Heat Beach Volleyball;PS2;2003;Sports;Acclaim Entertainment;140000;110000;0;40000;280000;6.5;21;7.7;19;Acclaim Studios Cheltenham
Avatar: The Last Airbender;Wii;2006;Adventure;THQ;230000;20000;0;20000;280000;5.6;15;5.8;8;AWE Games
Castlevania: Aria of Sorrow;GBA;2003;Platform;Konami Digital Entertainment;200000;70000;0;0;280000;9.1;29;9.1;127;KCET
Myst III: Exile;PS2;2002;Adventure;Ubisoft;140000;110000;0;40000;280000;5.7;9;7.0;4;Presto Studios
Shin Megami Tensei: Strange Journey;DS;2009;Role-Playing;Atlus;130000;0;140000;10000;280000;8.0;26;8.7;69;Atlus
Army of Two: The Devil's Cartel;PS3;2013;Shooter;Electronic Arts;110000;110000;10000;50000;280000;5.8;27;6.7;100;Visceral Games
Patapon 3;PSP;2011;Misc;Sony Computer Entertainment;50000;30000;170000;20000;270000;7.4;41;7.2;35;SCE Japan Studio
Ice Age: Dawn of the Dinosaurs;Wii;2009;Action;Activision;110000;140000;0;30000;270000;7.5;12;8.3;6;Activision
Tao Feng: Fist of the Lotus;XB;2003;Fighting;Microsoft Game Studios;210000;60000;0;10000;270000;6.5;32;6.5;8;Studio Gigante
Guitar Hero: Van Halen;PS3;2009;Misc;Activision;140000;90000;0;40000;270000;5.9;33;4.7;9;Neversoft Entertainment
Dragon Ball Z: Budokai 2;GC;2004;Fighting;Atari;210000;60000;0;10000;270000;6.6;9;5.8;12;Pyramid
Over the Hedge;DS;2006;Platform;Activision;240000;10000;0;20000;270000;7.1;17;6.4;9;Vicarious Visions
Siren: Blood Curse;PS3;2008;Action;Sony Computer Entertainment;0;170000;90000;10000;270000;7.8;42;8.1;87;SCE Japan Studio
NHL Hitz 20-02;XB;2001;Sports;Midway Games;200000;60000;0;10000;270000;7.9;20;8.7;11;Black Box
GRID 2;X360;2013;Racing;Codemasters;80000;160000;0;30000;270000;7.8;51;5.8;156;Codemasters
Evil Dead: Hail to the King;PS;2000;Adventure;THQ;150000;100000;0;20000;270000;5.1;8;6.0;7;Heavy Iron Studios
Need for Speed: The Run;Wii;2011;Action;Electronic Arts;110000;120000;10000;30000;270000;6.4;6;3.6;21;Firebrand Games
Dave Mirra Freestyle BMX: Maximum Remix;PS;2001;Sports;Acclaim Entertainment;150000;100000;0;20000;270000;6.7;11;8.1;7;Z-Axis, Ltd.
The Evil Within;PC;2014;Action;Bethesda Softworks;100000;160000;0;20000;270000;6.8;18;5.9;721;Tango Gameworks
Rock Revolution;X360;2008;Misc;Konami Digital Entertainment;250000;0;0;20000;270000;3.8;28;5.1;17;Zoe Mode, HB Studios Multimedia
Dead Rising 2: Off the Record;X360;2011;Action;Capcom;170000;80000;0;20000;270000;7.2;48;7.5;60;Capcom Vancouver
WWII Aces;Wii;2008;Simulation;Destineer;250000;0;0;20000;270000;4.1;7;5.4;18;Arcade Moon
Athens 2004;PS2;2004;Sports;Sony Computer Entertainment;130000;100000;0;30000;270000;6.1;57;7.2;13;Eurocom Entertainment Software
Pro Race Driver;PS2;2002;Racing;Codemasters;130000;100000;0;30000;270000;8.1;22;8.5;20;Codemasters
Baten Kaitos: Eternal Wings and the Lost Ocean;GC;2003;Role-Playing;Nintendo;210000;50000;0;10000;270000;8.0;48;9.0;59;Monolith Soft
Iron Man 2;X360;2010;Action;Sega;150000;90000;0;30000;270000;4.1;35;5.9;54;Sega Studios San Francisco
Rocky: Legends;PS2;2004;Action;Ubisoft;130000;100000;0;30000;270000;6.5;24;8.6;12;Venom Games
The Warriors;PSP;2007;Action;Take-Two Interactive;230000;10000;0;20000;270000;8.1;36;7.8;21;Rockstar Toronto, Rockstar Leeds
RalliSport Challenge 2;XB;2004;Racing;Microsoft Game Studios;180000;80000;0;10000;270000;8.7;69;9.1;33;Digital Illusions
Pac-Pix;DS;2005;Puzzle;Namco Bandai Games;160000;0;100000;10000;270000;7.1;41;7.1;7;Namco
F1 Race Stars;X360;2012;Racing;Codemasters;70000;170000;0;20000;270000;6.4;33;5.7;22;Codemasters
Sing Party;WiiU;2012;Misc;Nintendo;130000;120000;0;20000;270000;6.0;21;5.4;18;FreeStyleGames
NHL 07;X360;2006;Sports;Electronic Arts;250000;0;0;20000;270000;7.9;49;5.3;167;EA Sports
RollerCoaster Tycoon 3;PC;2004;Strategy;Atari;10000;220000;0;40000;270000;8.1;39;5.0;346;Frontier Developments
Ty the Tasmanian Tiger;GC;2002;Platform;Electronic Arts;210000;50000;0;10000;270000;6.9;12;8.7;15;Krome Studios
WWE Road to WrestleMania X8;GBA;2002;Fighting;THQ;190000;70000;0;0;270000;7.3;10;7.5;6;Natsume
Fullmetal Alchemist 2: Curse of the Crimson Elixir;PS2;2004;Role-Playing;Square Enix;130000;100000;0;30000;270000;6.7;21;8.4;20;Racjin
NASCAR 06: Total Team Control;XB;2005;Racing;Electronic Arts;200000;60000;0;10000;270000;7.9;25;5.9;7;EA Sports
BloodRayne 2;PS2;2004;Shooter;THQ;130000;100000;0;30000;270000;7.0;26;8.5;21;Terminal Reality
Rory McIlroy PGA Tour;XOne;2015;Action;Electronic Arts;160000;90000;0;20000;270000;6.0;26;4.3;77;EA Tiburon
The Club;X360;2008;Shooter;Sega;150000;100000;0;20000;270000;7.6;63;6.8;43;Bizarre Creations
NHL 2002;XB;2001;Sports;Electronic Arts;200000;60000;0;10000;270000;8.9;17;8.8;5;EA Sports
LEGO The Hobbit;XOne;2014;Action;Warner Bros. Interactive Entertainment;130000;120000;0;20000;270000;6.9;20;6.8;36;TT Games
Lightning Returns: Final Fantasy XIII;X360;2013;Role-Playing;Square Enix;150000;80000;10000;20000;270000;6.9;21;6.6;222;Square Enix
Shadow of Rome;PS2;2005;Action;Capcom;130000;100000;0;30000;270000;7.5;52;8.3;62;Capcom
NASCAR 2011: The Game;PS3;2011;Racing;Activision;250000;0;0;20000;270000;6.2;16;3.7;15;Eutechnyx
Harry Potter and the Order of the Phoenix;PS2;2007;Action;Electronic Arts;130000;100000;0;30000;270000;6.1;17;8.0;28;EA Games
Transformers: Cybertron Adventures;Wii;2010;Action;Activision;140000;100000;0;20000;270000;4.1;15;6.5;8;Next Level Games
Stuntman: Ignition;PS2;2007;Racing;THQ;130000;100000;0;30000;270000;7.1;8;6.4;8;Paradigm Entertainment
NHL 2K11;Wii;2010;Sports;Take-Two Interactive;230000;20000;0;20000;270000;6.2;12;5.8;4;Visual Concepts
Fantastic 4;XB;2005;Action;Activision;200000;60000;0;10000;270000;6.2;46;6.6;8;7 Studios
MotoGP;PS2;2000;Racing;Namco Bandai Games;60000;50000;140000;20000;270000;7.7;16;6.0;5;Namco
Batman: Arkham Origins Blackgate;3DS;2013;Action;Warner Bros. Interactive Entertainment;160000;90000;0;20000;270000;6.8;7;6.8;38;Armature Studio
